لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,وسيلة الدفع,معروضة,أصحاب سابقون,عدد الركاب,الدفع,air_conditioner,central_closing,alarm_devise,CD_recorder,leather_upholstery,air_cushion,magnesium_rims,sunroof,التكميلي (جسم المركبة),طرف ثالث,المجموع,name_car,model_car,price_car
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,55,نقدا فقط,للبيع فقط,صفر,5+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1226.0,2565.0,سكودا اوكتافيا,موديل سنة 2019,105000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1278.0,2618.0,ميتسوبيشي L200,موديل سنة 2004,15000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1690.0,1000.0,2690.0,,,
بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1690.0,2100.0,3790.0,هونداي افانتي,موديل سنة 2006,33000.0
أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,170000,إمكانية التقسيط,للبيع فقط,,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,1000.0,2035.0,مرسيدس E200,موديل سنة 2011,115000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,نقدا فقط,للبيع أو التبديل,يد اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,,,
ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,هونداي i20,موديل سنة 2014,80000.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1035.0,1838.0,2873.0,فولكسفاجن باسات,موديل سنة 2005,35000.0
عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع أو التبديل,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,كيا سيراتو,موديل سنة 2006,37000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,106000,إمكانية التقسيط,للبيع أو التبديل,0,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1226.0,2565.0,مرسيدس E200,موديل سنة 2014,155000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,1,7+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,كيا نيرو هايبرد,موديل سنة 2017,120000.0
أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,35555,نقدا فقط,للبيع فقط,2,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1340.0,1348.0,2688.0,ستروين C1,موديل سنة 2018,62000.0
أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,93000,نقدا فقط,للبيع فقط,1,4+1,دفع أمامي,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,670.0,508.0,1177.0,,,
رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1100,20000,نقدا فقط,للبيع فقط,صفر,4+1,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1340.0,2188.0,3528.0,,,
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,____,نقدا فقط,للبيع أو التبديل,4,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,845.0,700.0,1545.0,هونداي اكسنت,موديل سنة 2014,85000.0
كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,38000,نقدا فقط,للبيع أو التبديل,ثانيه,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,هونداي اكسنت,موديل سنة 2002,24000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,٧٧٧٧٧٧٧٧٧,إمكانية التقسيط,للبيع أو التبديل,يد اولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,سكودا اوكتافيا,موديل سنة 2013,85000.0
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,أولى,اكثر من 10,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,بي ام دبليو 320,موديل سنة 2010,85000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,140000,نقدا فقط,للبيع فقط,4,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,هونداي توسان,موديل سنة 2007,41000.0
سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1035.0,1261.0,2295.0,اوبل اسكونا,موديل سنة 1983,5000.0
بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,اوبل كاديت,موديل سنة 1983,10000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,74000,نقدا فقط,للبيع فقط,غير منمره,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1488.0,2828.0,بيجو 208,موديل سنة 2008,34000.0
أخضر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,20000,إمكانية التقسيط,للبيع أو التبديل,يد رابعة,4+1,دفع رباعي 4x4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1190.0,2530.0,هونداي سانتافيه,موديل سنة 2021,130000.0
أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,123,إمكانية التقسيط,للبيع فقط,4,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,سيت ليون,موديل سنة 2017,108000.0
أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,200000,نقدا فقط,للبيع أو التبديل,4,4+1,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1340.0,1085.0,2425.0,,,
كرميدي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100000,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,مرسيدس 518,موديل سنة 2011,125000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160000,إمكانية التقسيط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,بيجو 207,موديل سنة 2008,40000.0
أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,19500,نقدا فقط,للبيع فقط,اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,ستروين بيرلينجو,موديل سنة 2015,55000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,260,إمكانية التقسيط,للبيع أو التبديل,5,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,2853.0,4193.0,ميتسوبيشي جالانت,موديل سنة 1996,20000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,260000,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,هونداي اكسنت,موديل سنة 2014,67000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,٨٠,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1173.0,2513.0,سكودا اوكتافيا,موديل سنة 2016,82000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,,4+1,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1690.0,2626.0,4315.0,فولكسفاجن باسات,موديل سنة 2002,5000.0
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع أو التبديل,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1690.0,1000.0,2690.0,فولكسفاجن بولو,موديل سنة 2015,51500.0
أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,37000,إمكانية التقسيط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1000.0,2340.0,,,
بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,147000,نقدا فقط,للبيع فقط,0,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,935.0,1000.0,1935.0,اودي A4,موديل سنة 2003,37000.0
فضي,بنزين,عمومي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,123456,نقدا فقط,للبيع فقط,3,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,فولكسفاجن كادي,موديل سنة 2008,100000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,39000,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,517.0,500.0,1017.0,فولكسفاجن جولف,موديل سنة 2010,78000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,ايد اولى,4+1,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1541.0,2880.0,كيا سييد,موديل سنة 2012,58000.0
أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,110000,نقدا فقط,للبيع فقط,6,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,فولكسفاجن باسات,موديل سنة 2011,76000.0
أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,6400,,نقدا فقط,للتبديل فقط,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1340.0,1488.0,2828.0,هونداي توسان,موديل سنة 2015,100000.0
أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,3500,,نقدا فقط,للبيع فقط,3,2+1,دفع خلفي,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,1000.0,1935.0,هونداي اكسنت,موديل سنة 2016,68000.0
سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,75000,نقدا فقط,للبيع أو التبديل,١٠,4+1,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,اودي A4,موديل سنة 2006,50000.0
سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,١١٧٠٠,نقدا فقط,للبيع أو التبديل,5,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1575.0,2610.0,بي ام دبليو 316,موديل سنة 1989,15000.0
أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,16822,إمكانية التقسيط,للبيع أو التبديل,يد 6,6+1,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,بي ام دبليو 320,موديل سنة 2016,145000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,200000,نقدا فقط,للبيع فقط,3,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,935.0,1138.0,2073.0,كيا فورتي,موديل سنة 2008,49000.0
فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1103.0,2443.0,فولكسفاجن جولف,موديل سنة 2012,75000.0
أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع أو التبديل,,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,569.0,1036.0,كيا برايد,موديل سنة 2014,50000.0
سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,٨٠٠٠٠,نقدا فقط,للبيع فقط,١,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,4200.0,5540.0,سكودا سوبيرب,موديل سنة 2011,85000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,250,13000,إمكانية التقسيط,للبيع فقط,١,1+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,2223.0,3563.0,,,
ذهبي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,000,إمكانية التقسيط,للبيع فقط,000,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,اودي A4,موديل سنة 2015,160000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,89999,إمكانية التقسيط,للبيع أو التبديل,1,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,فولفو FL 7,موديل سنة 2013,210000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1340.0,2521.0,3861.0,هونداي سانتافيه,موديل سنة 2017,150000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,88000,إمكانية التقسيط,للبيع فقط,يد صفر,4+1,دفع أمامي,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1690.0,1226.0,2915.0,كيا مورننغ,موديل سنة 2016,40000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,50000,نقدا فقط,للبيع فقط,0,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1243.0,2583.0,هونداي توسان,موديل سنة 2007,63000.0
أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,300,150,نقدا فقط,للبيع فقط,يد ثانية,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,اوبل كورسا,موديل سنة 2008,37000.0
أزرق,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,83000,نقدا فقط,للبيع فقط,مستوردة,4+1,دفع خلفي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,هونداي سانتافيه,موديل سنة 2017,110000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,39000,نقدا فقط,للبيع فقط,0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,مرسيدس 200,موديل سنة 1978,15000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,يدوي,1600,,إمكانية التقسيط,للبيع فقط,ثالثة,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,670.0,500.0,1170.0,بيجو بارتنر,موديل سنة 2016,77000.0
أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع أو التبديل,يد ثانية,4+1,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,845.0,500.0,1345.0,هونداي توسان,موديل سنة 2016,98999.0
فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000,نقدا فقط,للبيع أو التبديل,يد صفر,6+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,سكودا فابيا,موديل سنة 2006,38000.0
رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2265,٠٣٢٥٣٨,نقدا فقط,للبيع فقط,يد ٢,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,فولكسفاجن بورا,موديل سنة 2005,40000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,177000,نقدا فقط,للبيع فقط,يد اولى,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1690.0,1488.0,3178.0,ستروين  C4,موديل سنة 2015,73000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,8,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1340.0,1000.0,2340.0,نيسان جوك,موديل سنة 2015,95000.0
ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,3,3+1,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1035.0,1611.0,2645.0,هونداي توسان,موديل سنة 2015,119000.0
أسود,بنزين,عمومي,فلسطينية,عادي,الكتروني,1600,250000,إمكانية التقسيط,للبيع أو التبديل,3,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1313.0,2653.0,,,
ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,255000,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,تويوتا برادو,موديل سنة 2007,210000.0
أسود ميتالك,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2500,,إمكانية التقسيط,للبيع فقط,,4+1,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1035.0,1000.0,2035.0,,,
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,٦٨٥١٥,نقدا فقط,للبيع فقط,يد ثانيه,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,845.0,656.0,1501.0,فولكسفاجن جولف,موديل سنة 2014,110000.0
ذهبي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,200,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,فيات باندا,موديل سنة 2014,35000.0
سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,193000,إمكانية التقسيط,للبيع فقط,ثانية,4+1,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,935.0,1000.0,1935.0,مرسيدس C180,موديل سنة 2015,150000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,00,نقدا فقط,للبيع فقط,يد ثالثه,4+1,دفع أمامي,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,2188.0,3528.0,هونداي فيرنا,موديل سنة 2008,36500.0
رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,95000,إمكانية التقسيط,للبيع فقط,اولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1340.0,1663.0,3003.0,,,
فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,160,نقدا فقط,للبيع أو التبديل,يد اولى,4+1,دفع أمامي,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,1926.0,3615.0,اوبل كورسا,موديل سنة 2016,58000.0
أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160000,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1173.0,2513.0,كيا سبورتاج,موديل سنة 2016,98000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,هونداي i30,موديل سنة 2008,48000.0
بيج,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,000000,نقدا فقط,للبيع أو التبديل,4,6+1,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,935.0,3851.0,4785.0,,,
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,152,إمكانية التقسيط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,845.0,500.0,1345.0,فولكسفاجن جيتا,موديل سنة 2012,50000.0
أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,12000,نقدا فقط,للبيع فقط,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,سيت 1985,موديل سنة 1985,4000.0
بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,95,نقدا فقط,للبيع فقط,اولى,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,935.0,1541.0,2475.0,شفروليه افيو,موديل سنة 2006,23000.0
بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,167500,نقدا فقط,للبيع فقط,يد اولي,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,داف 55,موديل سنة 2011,115000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,,إمكانية التقسيط,للبيع فقط,يداولا,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,دايو لانوس,موديل سنة 2001,16000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,110000,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1035.0,1103.0,2138.0,كيا سبورتاج,موديل سنة 2015,105000.0
فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,107,إمكانية التقسيط,للبيع فقط,يد ثانيه,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,,,
